gender,age,senior_citizen,married,dependents,number_of_dependents,referred_a_friend,number_of_referrals,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,satisfaction_score,tenure_in_months,churn_label
Male,40,No,No,No,0,No,0,Offer B,No,0,No,Yes,2,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,3,46,No
Female,60,No,Yes,Yes,3,Yes,4,Offer A,No,0,No,Yes,56,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,4,69,No
Male,49,No,Yes,Yes,3,Yes,2,Offer D,Yes,32.47,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,5,19,No
Female,28,No,Yes,Yes,2,Yes,1,Offer A,Yes,20.49,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,3,71,No
Male,62,No,Yes,No,0,Yes,9,Offer D,Yes,39,No,Yes,7,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4,12,No
Male,54,No,No,No,0,No,0,Offer B,Yes,49.57,Yes,Yes,21,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,5,44,No
Female,51,No,Yes,Yes,2,Yes,10,Offer B,Yes,25.9,Yes,Yes,30,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,4,56,No
Female,26,No,Yes,No,0,Yes,4,Offer A,Yes,24.32,Yes,Yes,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,3,72,No
Female,28,No,No,No,0,No,0,Offer D,Yes,10.06,Yes,Yes,48,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3,11,No
Male,31,No,No,No,0,No,0,Offer A,Yes,23.43,No,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,5,72,No
Male,34,No,Yes,No,0,Yes,9,Offer B,Yes,35.55,Yes,Yes,17,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,5,56,No
Female,20,No,Yes,No,0,Yes,10,Offer C,Yes,35.29,Yes,Yes,47,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,5,34,No
Male,22,No,No,No,0,No,0,Offer C,Yes,42.02,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,4,35,No
Male,24,No,No,No,0,No,0,Offer D,Yes,23.03,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,4,22,No
Male,34,No,No,No,0,No,0,Offer E,No,0,No,Yes,19,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,3,9,No
Male,56,No,No,No,0,No,0,Offer D,Yes,46.17,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,5,23,No
Male,47,No,Yes,No,0,Yes,5,Offer A,Yes,22.83,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,3,68,No
Male,55,No,Yes,No,0,Yes,1,Offer C,Yes,26.8,No,Yes,17,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,5,33,No
Male,48,No,No,No,0,No,0,None,Yes,41.23,No,Yes,27,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4,31,No
Female,42,No,No,No,0,No,0,Offer B,Yes,32.88,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,4,56,No
Male,59,No,Yes,Yes,3,No,0,Offer A,Yes,29.5,No,Yes,76,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,4,66,No
Male,22,No,Yes,Yes,2,Yes,3,Offer A,Yes,19.04,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,4,72,No
Female,49,No,Yes,Yes,2,Yes,5,Offer B,Yes,40.74,No,Yes,17,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3,58,No
Male,51,No,No,No,0,No,0,None,No,0,No,Yes,25,No,No,No,No,Yes,No,No,No,Two Year,No,Credit Card,3,37,No
Female,25,No,No,No,0,No,0,Offer A,Yes,28.4,Yes,Yes,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,3,71,No
Male,55,No,Yes,Yes,1,Yes,5,None,Yes,47.46,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,3,1,No
Male,63,No,Yes,Yes,2,Yes,7,None,Yes,24.23,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,3,35,No
Female,62,No,Yes,Yes,3,Yes,5,None,Yes,44.13,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,3,6,No
Female,47,No,Yes,Yes,1,Yes,5,Offer A,Yes,14.48,No,Yes,19,No,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,4,69,No
Female,21,No,Yes,No,0,Yes,2,Offer B,Yes,42.18,Yes,Yes,53,No,No,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,5,53,No
Female,58,No,Yes,No,0,No,0,None,Yes,18.65,No,Yes,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3,5,No
Female,21,No,No,Yes,1,No,0,None,Yes,18.61,No,Yes,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,3,2,No
Male,62,No,No,Yes,1,No,0,Offer B,Yes,17.56,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,3,62,No
Female,58,No,Yes,No,0,Yes,9,Offer D,Yes,10.68,No,Yes,23,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,5,19,No
Male,42,No,No,No,0,No,0,None,Yes,48.25,No,Yes,24,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,3,9,No
Male,29,No,No,No,0,No,0,Offer B,Yes,24.17,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,5,53,No
Male,32,No,No,No,0,No,0,None,Yes,32.91,No,Yes,24,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,5,5,No
Female,44,No,No,No,0,No,0,None,Yes,10.2,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,5,1,No
Male,64,No,No,No,0,No,0,Offer A,Yes,10.87,Yes,Yes,16,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,5,72,No
Female,36,No,Yes,No,0,Yes,2,None,Yes,6.77,No,Yes,3,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,4,4,No
Male,35,No,No,No,0,No,0,Offer B,Yes,49.48,Yes,Yes,9,No,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,3,59,No
Male,51,No,Yes,No,0,Yes,3,None,Yes,31.06,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,3,3,No
Male,23,No,Yes,No,0,Yes,4,Offer B,Yes,33.93,No,Yes,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,3,49,No
Male,42,No,No,No,0,No,0,None,Yes,44.34,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,3,2,No
Female,59,No,Yes,No,0,Yes,6,Offer B,Yes,24.93,No,Yes,17,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,4,55,No
Male,56,No,Yes,Yes,1,Yes,4,Offer A,Yes,5.81,Yes,Yes,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,4,72,No
Female,46,No,Yes,Yes,1,Yes,6,Offer D,Yes,19.05,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,3,10,No
Female,40,No,Yes,Yes,2,Yes,5,Offer A,Yes,9.72,Yes,Yes,15,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,No,Bank Withdrawal,4,72,No
Female,55,No,No,No,0,No,0,None,Yes,25.59,No,Yes,7,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,5,28,No
Male,36,No,Yes,No,0,Yes,3,None,Yes,12.71,Yes,Yes,9,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,3,38,No
Female,25,No,No,No,0,No,0,Offer B,Yes,38.78,Yes,Yes,42,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,3,61,No
Male,34,No,Yes,Yes,1,Yes,6,Offer B,Yes,29.55,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,3,52,No
Male,45,No,No,No,0,No,0,Offer A,Yes,9.05,No,No,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,4,67,No
Female,26,No,No,Yes,3,No,0,None,Yes,27.47,Yes,Yes,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,4,34,No
Female,46,No,No,No,0,No,0,None,Yes,36.68,No,Yes,28,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,4,54,No
Female,60,No,Yes,No,0,Yes,7,None,Yes,6.64,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,5,1,No
Female,26,No,No,Yes,2,No,0,None,Yes,17.51,No,Yes,85,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,5,46,No
Female,27,No,Yes,Yes,2,Yes,7,None,Yes,33.5,Yes,Yes,51,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,3,55,No
Female,21,No,No,No,0,No,0,None,Yes,1.5,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,5,1,No
Female,29,No,Yes,No,0,Yes,1,None,Yes,31.27,Yes,Yes,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,4,58,No
Male,20,No,Yes,No,0,Yes,10,None,No,0,No,Yes,30,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,4,56,No
Male,43,No,Yes,Yes,3,Yes,5,Offer A,Yes,6.95,No,Yes,57,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,4,72,No
Male,35,No,No,No,0,No,0,Offer D,Yes,11.46,Yes,Yes,16,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,4,22,No
Female,35,No,No,No,0,No,0,None,No,0,No,Yes,8,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,3,39,No
Female,47,No,No,No,0,No,0,None,Yes,36.11,No,Yes,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3,12,No
Male,48,No,Yes,No,0,Yes,8,None,Yes,14.18,No,Yes,25,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,4,54,No
Female,28,No,No,No,0,No,0,None,No,0,No,Yes,48,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,4,18,No
Male,47,No,Yes,No,0,Yes,7,None,Yes,44.45,No,Yes,6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,4,32,No
Female,40,No,No,No,0,No,0,None,Yes,37.46,No,No,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,3,41,No
Male,60,No,Yes,Yes,2,Yes,6,None,Yes,14.41,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,5,67,No
Male,48,No,Yes,No,0,Yes,4,None,Yes,41.2,Yes,Yes,10,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3,65,No
Female,19,No,No,No,0,No,0,None,Yes,28.05,Yes,Yes,85,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4,25,No
Female,50,No,Yes,No,0,Yes,6,None,Yes,17.72,Yes,Yes,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,4,67,No
Female,37,No,No,No,0,No,0,None,Yes,35.56,No,Yes,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3,24,No
Male,29,No,Yes,Yes,1,Yes,2,None,Yes,23.55,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,3,69,No
Female,28,No,No,Yes,3,No,0,None,Yes,10.23,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,3,37,No
Male,33,No,Yes,Yes,1,Yes,4,None,No,0,No,Yes,22,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,3,20,No
Male,54,No,No,No,0,No,0,None,Yes,21.12,No,Yes,7,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,3,7,No
Male,50,No,No,No,0,No,0,None,No,0,No,Yes,8,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,5,41,No
Female,36,No,No,No,0,No,0,None,Yes,34.27,No,Yes,20,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,4,54,No
Female,59,No,No,No,0,No,0,None,Yes,33.88,No,Yes,6,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,4,53,No
Male,25,No,Yes,Yes,2,Yes,2,None,No,0,No,Yes,59,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,5,18,No
Male,61,No,Yes,No,0,Yes,1,None,Yes,4.76,No,Yes,8,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,4,64,No
Female,41,No,No,No,0,No,0,None,No,0,No,Yes,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,5,20,No
Male,37,No,Yes,Yes,3,Yes,7,None,Yes,14.55,No,Yes,58,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,3,57,No
Male,58,No,Yes,Yes,3,No,0,None,No,0,No,Yes,57,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,3,13,No
Male,60,No,Yes,Yes,2,Yes,8,None,Yes,29.64,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,3,57,No
Male,50,No,Yes,No,0,Yes,8,None,Yes,27.16,Yes,Yes,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,3,71,No
Female,56,No,Yes,Yes,2,Yes,1,Offer E,Yes,9.1,Yes,Yes,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,4,7,No
Female,56,No,No,No,0,No,0,None,Yes,42.73,Yes,Yes,23,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,3,16,No
Male,21,No,Yes,No,0,Yes,8,None,Yes,33.55,Yes,Yes,41,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,5,34,No
Male,58,No,No,No,0,No,0,None,Yes,34.18,Yes,Yes,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,4,16,No
Male,39,No,No,Yes,3,No,0,None,Yes,26.24,Yes,Yes,53,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,4,48,No
Male,54,No,Yes,Yes,2,Yes,9,None,Yes,35.35,No,Yes,29,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,4,58,No
Female,36,No,Yes,No,0,Yes,7,None,Yes,1.34,Yes,Yes,19,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,4,72,No
Female,51,No,No,No,0,No,0,None,Yes,7.32,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,5,7,No
Female,52,No,No,No,0,No,0,None,Yes,4.22,No,Yes,13,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,No,Credit Card,3,30,No
Male,33,No,Yes,No,0,No,0,None,Yes,28.72,Yes,Yes,21,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,5,31,No
Male,32,No,Yes,No,0,Yes,4,None,Yes,46.91,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,3,50,No
Male,31,No,Yes,No,0,Yes,10,None,Yes,21.91,No,Yes,5,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,3,28,No
Female,52,No,No,No,0,No,0,None,No,0,No,Yes,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,4,66,No
Female,25,No,Yes,Yes,3,Yes,2,None,Yes,43.19,No,Yes,59,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3,41,No
Female,29,No,No,No,0,No,0,Offer E,Yes,16.2,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,3,7,No
Female,26,No,Yes,Yes,2,Yes,6,None,Yes,2.86,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,4,38,No
Male,25,No,No,No,0,No,0,None,Yes,38.33,No,Yes,41,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,3,44,No
Male,58,No,Yes,Yes,1,Yes,7,None,Yes,9.19,Yes,Yes,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,3,47,No
Male,25,No,Yes,Yes,2,Yes,5,None,Yes,24.33,No,Yes,52,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3,53,No
Male,49,No,Yes,No,0,Yes,7,Offer E,Yes,10.13,Yes,Yes,3,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,4,4,No
Male,25,No,No,No,0,No,0,None,Yes,38.68,No,Yes,73,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,5,24,No
Male,59,No,Yes,Yes,2,Yes,8,None,No,0,No,Yes,16,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4,15,No
Female,45,No,No,No,0,No,0,None,Yes,30.18,No,Yes,4,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,4,24,No
Female,39,No,No,No,0,No,0,None,Yes,49.69,Yes,Yes,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,3,33,No
Female,48,No,Yes,Yes,3,Yes,9,Offer B,Yes,11.81,No,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,4,58,No
Female,26,No,Yes,Yes,3,Yes,9,None,Yes,11.85,Yes,Yes,59,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,3,72,No
Female,55,No,Yes,No,0,Yes,4,None,Yes,21.19,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,5,71,No
Male,20,No,Yes,No,0,Yes,5,Offer B,Yes,6.89,No,Yes,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,3,51,No
Male,24,No,No,Yes,3,No,0,None,Yes,36.73,No,Yes,52,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,3,14,No
Female,61,No,Yes,Yes,3,Yes,9,None,Yes,21.84,Yes,Yes,30,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,3,72,No
Female,53,No,Yes,Yes,1,Yes,4,None,No,0,No,Yes,19,No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,4,22,No
Female,45,No,No,No,0,No,0,Offer E,Yes,25.56,Yes,Yes,6,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,4,2,No
Female,48,No,No,No,0,No,0,None,Yes,39.87,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,5,15,No
Male,40,No,Yes,Yes,1,Yes,1,Offer B,Yes,28.96,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,4,51,No
Male,47,No,Yes,No,0,Yes,1,None,No,0,No,Yes,18,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,3,70,No
Female,45,No,Yes,Yes,2,Yes,1,None,Yes,31.03,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,3,71,No
Female,35,No,Yes,Yes,3,Yes,1,None,Yes,24.38,Yes,Yes,53,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,3,39,No
Female,27,No,Yes,Yes,1,Yes,1,Offer B,Yes,26.7,Yes,Yes,30,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,3,61,No
Female,33,No,No,No,0,No,0,Offer B,Yes,38.93,No,Yes,8,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3,52,No
Male,27,No,Yes,No,0,Yes,1,Offer B,Yes,4.01,Yes,Yes,71,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,3,64,No
Male,47,No,Yes,No,0,Yes,1,Offer B,Yes,33.7,No,Yes,15,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,5,62,No
Male,64,No,Yes,No,0,Yes,1,None,Yes,11.38,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,4,30,No
Female,27,No,No,No,0,No,0,Offer E,Yes,23.04,No,Yes,82,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,5,1,No
Male,59,No,Yes,No,0,Yes,1,None,Yes,18.6,Yes,Yes,13,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,5,15,No
Male,47,No,Yes,Yes,3,Yes,1,None,Yes,15.71,No,Yes,53,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,3,27,No
Female,31,No,No,Yes,3,No,0,Offer E,No,0,No,Yes,52,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,3,4,No
Female,48,No,Yes,No,0,Yes,1,None,Yes,39.74,Yes,Yes,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,4,72,No
Female,33,No,No,No,0,No,0,None,Yes,44.87,No,Yes,8,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,5,36,No
Male,24,No,No,No,0,No,0,Offer E,Yes,49.51,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,4,1,No
Female,33,No,Yes,No,0,No,0,None,Yes,3.09,No,Yes,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,5,71,No
Male,27,No,Yes,Yes,1,Yes,4,None,Yes,4.16,Yes,No,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,5,10,No
Male,55,No,Yes,Yes,1,Yes,4,None,Yes,3.87,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,4,20,No
Female,57,No,No,No,0,No,0,Offer E,Yes,38.96,No,Yes,10,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,4,4,No
Male,49,No,No,No,0,No,0,Offer E,Yes,22.56,No,Yes,15,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,3,2,No
Female,30,No,No,No,0,No,0,None,Yes,15.06,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,3,29,No
Male,56,No,No,No,0,No,0,None,Yes,46.92,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,5,13,No
Female,60,No,Yes,No,0,Yes,4,Offer B,Yes,16.39,Yes,Yes,14,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3,59,No
Male,41,No,Yes,No,0,Yes,10,Offer D,Yes,45.92,No,Yes,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3,18,No
Female,22,No,Yes,Yes,2,Yes,8,Offer D,Yes,44.9,No,Yes,47,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,3,17,No
Male,55,No,Yes,No,0,Yes,10,Offer B,Yes,14.14,No,Yes,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,4,47,No
Male,51,No,Yes,Yes,2,Yes,10,Offer D,Yes,9.47,Yes,Yes,13,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,5,19,No
Female,27,No,Yes,No,0,Yes,8,Offer E,Yes,36.05,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,5,2,No
Male,23,No,No,No,0,No,0,Offer E,No,0,No,Yes,48,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,4,7,No
Female,49,No,No,No,0,No,0,Offer D,Yes,10.67,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,4,18,No
Female,46,No,Yes,No,0,No,0,None,Yes,44.84,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,5,71,No
Male,38,No,Yes,No,0,Yes,8,None,Yes,16.5,Yes,Yes,22,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,4,72,No
Male,35,No,Yes,Yes,3,Yes,4,None,No,0,No,Yes,25,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,3,66,No
Male,19,No,Yes,Yes,2,Yes,6,Offer C,Yes,25.84,No,No,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,5,24,No
Female,20,No,Yes,Yes,2,Yes,2,Offer B,Yes,31.53,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,3,56,No
Female,27,No,No,No,0,No,0,Offer B,Yes,22.08,No,Yes,26,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,3,42,No
Female,28,No,Yes,Yes,3,Yes,3,None,Yes,24.48,Yes,Yes,69,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,3,72,No
Female,47,No,No,No,0,No,0,Offer D,Yes,21.93,Yes,Yes,16,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,3,12,No
Male,24,No,Yes,No,0,Yes,2,None,Yes,33.61,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,3,71,No
Female,42,No,Yes,No,0,Yes,10,Offer C,Yes,1.75,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,3,26,No
Female,33,No,No,Yes,2,No,0,None,No,0,No,Yes,19,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,3,7,No
Female,41,No,Yes,Yes,1,Yes,1,None,Yes,29.41,No,Yes,29,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,4,6,No
